source_file;Project;Test;Result_index;Result;Interval;expected_points;Point No.;Time [min];Temperature [°C];Storage Modulus [Pa];Loss Modulus [Pa];Loss Factor [1];Complex Viscosity [Pa·s];Gap [mm];Normal Force [N];Torque [µN·m];Status;Test Time [s]
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;101;16.8;37.0;578.77;4.477;0.00774;92.116;0.102;;186.64;;1022.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;102;17.0;37.0;592.83;4.2161;0.00711;94.354;0.102;;191.08;;1032.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;103;17.2;37.0;605.88;4.7025;0.00776;96.432;0.102;;195.56;;1042.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;104;17.3;37.0;621.04;3.8816;0.00625;98.844;0.102;;200.03;;1052.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;105;17.5;37.0;634.1;4.367;0.00689;100.92;0.102;;204.64;;1062.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;106;17.7;37.0;648.63;4.0426;0.00623;103.23;0.102;;209.26;;1072.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;107;17.8;37.0;662.57;4.1725;0.0063;105.45;0.102;;213.84;;1082.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;108;18.0;37.0;676.49;4.3151;0.00638;107.67;0.102;;218.41;;1092.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;109;18.2;37.0;690.95;4.0327;0.00584;109.97;0.102;;223.03;;1102.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;110;18.3;37.0;704.87;4.4901;0.00637;112.19;0.102;;227.71;;1112.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;111;18.5;37.0;718.73;4.5266;0.0063;114.39;0.102;;232.34;;1122.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;112;18.7;37.0;733.84;4.1662;0.00568;116.8;0.102;;236.95;;1132.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;113;18.8;37.0;747.79;4.4353;0.00593;119.02;0.102;;241.76;;1142.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;114;19.0;37.0;761.55;4.9641;0.00652;121.21;0.102;;246.43;;1152.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;115;19.2;37.0;777.2;4.2773;0.0055;123.7;0.102;;251.04;;1162.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;116;19.3;37.0;792.22;3.967;0.00501;126.09;0.102;;255.98;;1172.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;117;19.5;37.0;806.49;4.1245;0.00511;128.36;0.102;;260.85;;1182.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;118;19.7;37.0;821.7;3.9198;0.00477;130.78;0.102;;265.64;;1192.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;119;19.8;37.0;835.1;4.4943;0.00538;132.91;0.102;;270.45;;1202.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;120;20.0;37.0;851.18;3.9854;0.00468;135.47;0.102;;275.1;;1212.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;121;20.2;37.0;865.87;4.0518;0.00468;137.81;0.102;;280.14;;1222.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;122;20.3;37.0;881.19;3.9644;0.0045;140.25;0.102;;284.9;;1232.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;123;20.5;37.0;895.17;4.5423;0.00507;142.47;0.102;;289.84;;1242.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;124;20.7;37.0;909.8;4.6024;0.00506;144.8;0.102;;294.67;;1252.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;125;20.8;37.0;926.14;3.9543;0.00427;147.4;0.102;;299.41;;1262.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;126;21.0;37.0;939.18;5.2069;0.00554;149.48;0.102;;304.58;;1272.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;127;21.2;37.0;955.41;4.4963;0.00471;152.06;0.102;;309.2;;1282.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;128;21.3;37.0;971.15;3.9171;0.00403;154.56;0.102;;314.27;;1292.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;129;21.5;37.0;986.83;4.0314;0.00409;157.06;0.102;;319.49;;1302.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;130;21.7;37.0;1001.3;4.5985;0.00459;159.36;0.102;;324.5;;1312.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;131;21.8;37.0;1017.0;3.9901;0.00392;161.86;0.102;;329.45;;1322.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;132;22.0;37.0;1031.8;4.7801;0.00463;164.21;0.102;;334.46;;1332.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;133;22.2;37.0;1047.3;4.6664;0.00446;166.69;0.102;;339.59;;1342.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;134;22.3;37.0;1064.5;3.6474;0.00343;169.42;0.102;;344.64;;1352.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;135;22.5;37.0;1079.4;3.6528;0.00338;171.79;0.102;;349.74;;1362.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;136;22.7;37.0;1093.9;4.744;0.00434;174.1;0.102;;354.83;;1372.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;137;22.8;37.0;1108.7;4.9907;0.0045;176.46;0.102;;359.81;;1382.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;138;23.0;37.0;1125.6;4.2342;0.00376;179.15;0.102;;364.79;;1392.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;139;23.2;37.0;1141.9;4.0946;0.00359;181.74;0.102;;370.25;;1402.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;140;23.3;37.0;1156.3;4.6451;0.00402;184.02;0.102;;375.21;;1412.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;141;23.5;37.0;1172.2;4.5833;0.00391;186.56;0.102;;380.28;;1422.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;142;23.7;37.0;1189.2;3.7947;0.00319;189.26;0.102;;385.28;;1432.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;143;23.8;37.0;1205.4;3.7111;0.00308;191.84;0.102;;390.71;;1442.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;144;24.0;37.0;1221.1;3.9673;0.00325;194.35;0.102;;395.82;;1452.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;145;24.2;37.0;1235.4;4.9714;0.00402;196.62;0.102;;401.22;;1462.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;146;24.3;37.0;1252.7;4.2126;0.00336;199.37;0.102;;406.18;;1472.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;147;24.5;37.0;1267.9;4.7846;0.00377;201.79;0.102;;411.68;;1482.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;148;24.7;37.0;1283.2;5.3126;0.00414;204.23;0.102;;416.76;;1492.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;149;24.8;37.0;1300.1;4.8028;0.00369;206.92;0.102;;421.96;;1502.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;150;25.0;37.0;1315.3;5.1442;0.00391;209.35;0.102;;427.3;;1512.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;151;25.2;37.0;1332.0;5.0784;0.00381;212.0;0.102;;432.54;;1522.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;152;25.3;37.0;1349.6;4.0185;0.00298;214.8;0.102;;437.85;;1532.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;153;25.5;37.0;1366.4;3.9337;0.00288;217.47;0.102;;443.3;;1542.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;154;25.7;37.0;1379.4;5.7005;0.00413;219.54;0.102;;448.62;;1552.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;155;25.8;37.0;1397.9;4.8845;0.00349;222.49;0.102;;453.73;;1562.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;156;26.0;37.0;1415.5;3.9298;0.00278;225.29;0.102;;459.21;;1572.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;157;26.2;37.0;1432.9;3.1385;0.00219;228.06;0.102;;464.87;;1582.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;158;26.3;37.0;1445.4;5.9023;0.00408;230.04;0.102;;470.28;;1592.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;159;26.5;37.0;1462.2;5.8157;0.00398;232.72;0.102;;475.16;;1602.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;160;26.7;37.0;1480.9;4.6184;0.00312;235.7;0.102;;480.65;;1612.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;161;26.8;37.0;1497.2;4.3611;0.00291;238.29;0.102;;486.37;;1622.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;162;27.0;37.0;1514.1;4.4677;0.00295;240.98;0.102;;491.77;;1632.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;163;27.2;37.0;1532.5;3.7523;0.00245;243.91;0.102;;497.28;;1642.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;164;27.3;37.0;1549.0;3.761;0.00243;246.53;0.102;;503.04;;1652.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;165;27.5;37.0;1562.7;5.8832;0.00376;248.71;0.102;;508.49;;1662.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;166;27.7;37.0;1581.8;4.4218;0.0028;251.76;0.102;;513.65;;1672.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;167;27.8;37.0;1597.3;5.6256;0.00352;254.21;0.102;;519.38;;1682.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;168;28.0;37.0;1615.9;4.4459;0.00275;257.19;0.102;;524.76;;1692.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;169;28.2;37.0;1631.6;5.5195;0.00338;259.67;0.102;;530.47;;1702.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;170;28.3;37.0;1648.9;5.1862;0.00315;262.43;0.102;;536.11;;1712.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;171;28.5;37.0;1667.6;4.0209;0.00241;265.4;0.102;;541.68;;1722.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;172;28.7;37.0;1684.3;4.3168;0.00256;268.06;0.102;;547.22;;1732.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;173;28.8;37.0;1700.1;4.9303;0.0029;270.58;0.102;;552.95;;1742.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;174;29.0;37.0;1716.7;6.0561;0.00353;273.22;0.102;;558.38;;1752.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;175;29.2;37.0;1735.3;4.8851;0.00282;276.18;0.102;;563.99;;1762.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;176;29.3;37.0;1750.8;6.1838;0.00353;278.65;0.102;;569.66;;1772.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;177;29.5;37.0;1769.7;5.1168;0.00289;281.66;0.102;;575.21;;1782.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;178;29.7;37.0;1785.8;5.978;0.00335;284.23;0.102;;580.94;;1792.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;179;29.8;37.0;1805.3;4.9532;0.00274;287.32;0.102;;586.56;;1802.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;180;30.0;37.0;1822.2;4.8062;0.00264;290.01;0.102;;592.32;;1812.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;181;30.2;37.0;1841.4;3.6499;0.00198;293.07;0.102;;598.23;;1822.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;182;30.3;37.0;1858.0;4.6039;0.00248;295.71;0.102;;603.99;;1832.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;183;30.5;37.0;1875.3;4.5327;0.00242;298.47;0.102;;609.61;;1842.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;184;30.7;37.0;1891.8;5.6737;0.003;301.09;0.102;;615.48;;1852.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;185;30.8;37.0;1909.8;5.3962;0.00283;303.95;0.102;;620.97;;1862.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;186;31.0;37.0;1925.6;6.2321;0.00324;306.48;0.102;;626.92;;1872.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;187;31.2;37.0;1943.1;6.4551;0.00332;309.26;0.102;;632.51;;1882.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;188;31.3;37.0;1959.8;7.0485;0.0036;311.91;0.102;;638.21;;1892.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;189;31.5;37.0;1981.6;4.4136;0.00223;315.38;0.102;;643.78;;1902.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;190;31.7;37.0;1995.5;6.7862;0.0034;317.59;0.102;;649.94;;1912.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;191;31.8;37.0;2017.0;4.158;0.00206;321.01;0.102;;655.48;;1922.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;192;32.0;37.0;2031.3;6.5031;0.0032;323.29;0.102;;661.47;;1932.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;193;32.2;37.0;2050.6;5.5612;0.00271;326.37;0.102;;667.05;;1942.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;194;32.3;37.0;2067.8;5.7661;0.00279;329.11;0.102;;672.97;;1952.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;195;32.5;37.0;2086.6;5.4267;0.0026;332.09;0.102;;678.63;;1962.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;196;32.7;37.0;2102.4;6.6143;0.00315;334.61;0.102;;684.72;;1972.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;197;32.8;37.0;2122.4;4.7501;0.00224;337.79;0.102;;690.5;;1982.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;198;33.0;37.0;2137.1;6.8312;0.0032;340.14;0.102;;696.35;;1992.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;199;33.2;37.0;2158.8;4.2035;0.00195;343.59;0.102;;701.92;;2002.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;200;33.3;37.0;2173.4;6.0584;0.00279;345.92;0.102;;707.79;;2012.0
